month,issue_date,mae_selected,n_selected,mae_reference,n_reference,candidate,reference,n,delta_mae
2025-10,2025-10-12,0.2276204809442837,96,0.19507590805887287,96,ridge,incumbent,96,0.03254457288541082
2025-10,2025-10-13,0.30522972370222945,96,0.1841356975326056,96,ridge,incumbent,96,0.12109402616962384
2025-10,2025-10-14,0.20991694442850642,96,0.12398747645596504,96,ridge,incumbent,96,0.08592946797254138
2025-10,2025-10-15,0.14936433057820994,96,0.11906467705674907,96,ridge,incumbent,96,0.03029965352146087
2025-10,2025-10-16,0.15393618305058304,96,0.08955328485929165,96,ridge,incumbent,96,0.0643828981912914
2025-10,2025-10-17,0.13094500625552516,96,0.07825219978594379,96,ridge,incumbent,96,0.05269280646958137
2025-10,2025-10-18,0.1270039031826001,96,0.10686543846267627,96,ridge,incumbent,96,0.020138464719923838
2025-10,2025-10-19,0.20985907376280685,96,0.1885563204454149,96,ridge,incumbent,96,0.021302753317391954
2025-10,2025-10-20,0.12807969429385538,96,0.09095808418765457,96,ridge,incumbent,96,0.03712161010620081
2025-10,2025-10-21,0.09444460905014579,96,0.06453893108673875,96,ridge,incumbent,96,0.02990567796340704
2025-10,2025-10-22,0.0668930512213668,96,0.059908607157519556,96,ridge,incumbent,96,0.006984444063847239
2025-10,2025-10-23,0.11377902682704827,96,0.08035513116102487,96,ridge,incumbent,96,0.0334238956660234
2025-10,2025-10-24,0.14826179694715833,96,0.15251886269411186,96,ridge,incumbent,96,-0.004257065746953531
2025-10,2025-10-25,0.10415860608741057,96,0.12516900718026794,96,ridge,incumbent,96,-0.021010401092857373
2025-10,2025-10-26,0.14493311204619785,96,0.14879755003416648,96,ridge,incumbent,96,-0.003864437987968622
2025-10,2025-10-27,0.16625545419204343,96,0.15165935843351008,96,ridge,incumbent,96,0.01459609575853335
2025-10,2025-10-28,0.1437464995679095,96,0.1334576664799464,96,ridge,incumbent,96,0.010288833087963106
2025-10,2025-10-29,0.17626523969825322,96,0.1682455525650084,96,ridge,incumbent,96,0.00801968713324483
2025-10,2025-10-30,0.14331186719135094,96,0.11012952620363459,96,ridge,incumbent,96,0.03318234098771636
2025-10,2025-10-31,0.1801689876294725,96,0.14342947635381814,96,ridge,incumbent,96,0.03673951127565436
2025-11,2025-11-01,0.19970147627770443,96,0.1418811441241355,96,ridge,incumbent,96,0.05782033215356894
2025-11,2025-11-02,0.18052956305128862,96,0.13380542683415328,96,ridge,incumbent,96,0.04672413621713534
2025-11,2025-11-03,0.15414191785929857,96,0.13454826143628315,96,ridge,incumbent,96,0.019593656423015415
2025-11,2025-11-04,0.15937641417461293,96,0.1611571972536581,96,ridge,incumbent,96,-0.0017807830790451673
2025-11,2025-11-05,0.21218040025722004,96,0.22571547518814117,96,ridge,incumbent,96,-0.013535074930921126
2025-11,2025-11-06,0.22547150926907514,96,0.19781870489138553,96,ridge,incumbent,96,0.027652804377689605
2025-11,2025-11-07,0.21555871152173933,96,0.20935617814732885,96,ridge,incumbent,96,0.006202533374410485
2025-11,2025-11-08,0.24776405872142251,96,0.2530232875307073,96,ridge,incumbent,96,-0.005259228809284783
2025-11,2025-11-09,0.14674820313526293,96,0.13903978323688665,96,ridge,incumbent,96,0.007708419898376284
2025-11,2025-11-10,0.19227302508607877,96,0.17600459254430925,96,ridge,incumbent,96,0.016268432541769517
2025-11,2025-11-11,0.22097288407037405,96,0.17689166037219986,96,ridge,incumbent,96,0.04408122369817419
2025-11,2025-11-12,0.149639553366939,96,0.1357766649090958,96,ridge,incumbent,96,0.013862888457843198
2025-11,2025-11-13,0.18416829498033602,96,0.175958827842935,96,ridge,incumbent,96,0.008209467137401005
2025-11,2025-11-14,0.12752208905672546,96,0.0967320255867102,96,ridge,incumbent,96,0.03079006347001527
2025-11,2025-11-15,0.17470263769112318,96,0.13542878410658135,96,ridge,incumbent,96,0.03927385358454183
2025-11,2025-11-16,0.2461872595102856,96,0.2007963014209532,96,ridge,incumbent,96,0.04539095808933241
2025-11,2025-11-17,0.22695109666767413,96,0.19951353559599028,96,ridge,incumbent,96,0.027437561071683852
2025-11,2025-11-18,0.1877168303530763,96,0.1845797125399622,96,ridge,incumbent,96,0.0031371178131140987
2025-11,2025-11-19,0.10866861103318376,96,0.09810433949344366,96,ridge,incumbent,96,0.0105642715397401
2025-11,2025-11-20,0.08707335836552708,96,0.07647721997440361,96,ridge,incumbent,96,0.010596138391123472
2025-11,2025-11-21,0.20360218450753578,96,0.2099844072041467,96,ridge,incumbent,96,-0.0063822226966109286
2025-11,2025-11-22,0.18545919856439044,96,0.15816124384828847,96,ridge,incumbent,96,0.02729795471610197
2025-11,2025-11-23,0.1296543885247108,96,0.08804240685296828,96,ridge,incumbent,96,0.04161198167174253
2025-11,2025-11-24,0.12431467432396352,96,0.08981826733376559,96,ridge,incumbent,96,0.03449640699019793
2025-11,2025-11-25,0.1570385338676045,96,0.13168644398641036,96,ridge,incumbent,96,0.02535208988119414
2025-11,2025-11-26,0.15065420660460407,96,0.13228090780331916,96,ridge,incumbent,96,0.01837329880128491
2025-11,2025-11-27,0.13833935722518442,96,0.11492453847297068,96,ridge,incumbent,96,0.02341481875221374
2025-11,2025-11-28,0.1350270633402308,96,0.07271486578721816,96,ridge,incumbent,96,0.062312197553012635
2025-11,2025-11-29,0.11024036542792374,96,0.062286130750435376,96,ridge,incumbent,96,0.04795423467748837
2025-11,2025-11-30,0.1250048931119143,96,0.07391168344099025,96,ridge,incumbent,96,0.05109320967092404
2025-12,2025-12-01,0.15791250567221715,96,0.09732226783094163,96,ridge,incumbent,96,0.06059023784127553
2025-12,2025-12-02,0.10648245940573098,96,0.10937981059617939,96,ridge,incumbent,96,-0.0028973511904484134
2025-12,2025-12-03,0.12026789253019683,96,0.10640834415931837,96,ridge,incumbent,96,0.013859548370878466
2025-12,2025-12-04,0.19586830128493596,96,0.16474641079522168,96,ridge,incumbent,96,0.031121890489714282
2025-12,2025-12-05,0.21244257052005533,96,0.16394787945320313,96,ridge,incumbent,96,0.0484946910668522
2025-12,2025-12-06,0.18813428874307503,96,0.16272775606124326,96,ridge,incumbent,96,0.025406532681831767
2025-12,2025-12-07,0.1974767691470677,96,0.15295528506252998,96,ridge,incumbent,96,0.04452148408453771
2025-12,2025-12-08,0.2349020927224276,96,0.20625421410236333,96,ridge,incumbent,96,0.028647878620064265
2025-12,2025-12-09,0.13950490229798818,93,0.08891144899416858,93,ridge,incumbent,93,0.05059345330381959
2025-12,2025-12-10,0.12428859156112028,92,0.11084946696849506,92,ridge,incumbent,92,0.013439124592625223
2025-12,2025-12-11,0.10564647574202891,91,0.09064586454936256,91,ridge,incumbent,91,0.015000611192666352
2025-12,2025-12-12,0.2109670781182809,92,0.21066402818045268,92,ridge,incumbent,92,0.00030304993782820366
2025-12,2025-12-13,0.34812412210381005,96,0.3942949207055692,96,ridge,incumbent,96,-0.046170798601759155
2025-12,2025-12-14,0.21404224610324837,96,0.22444322673945952,96,ridge,incumbent,96,-0.010400980636211143
2025-12,2025-12-15,0.26300036182053205,96,0.24811709930007453,96,ridge,incumbent,96,0.014883262520457519
2025-12,2025-12-16,0.2353015377184339,96,0.1929408342438951,96,ridge,incumbent,96,0.0423607034745388
2025-12,2025-12-17,0.20245917457354887,96,0.192871477535546,96,ridge,incumbent,96,0.009587697038002857
2025-12,2025-12-18,0.20730363515197148,96,0.1260842898320513,96,ridge,incumbent,96,0.08121934531992017
2025-12,2025-12-19,0.25079760523505423,96,0.16184550921791724,96,ridge,incumbent,96,0.088952096017137
2025-12,2025-12-20,0.23575888748391882,96,0.22407326717505324,96,ridge,incumbent,96,0.01168562030886558
2025-12,2025-12-21,0.2167786049920566,96,0.2114925049802431,96,ridge,incumbent,96,0.005286100011813483
2025-12,2025-12-22,0.13314158283894004,96,0.0817790418919106,96,ridge,incumbent,96,0.05136254094702944
2025-12,2025-12-23,0.15456443661151834,96,0.14244617844099253,96,ridge,incumbent,96,0.012118258170525809
2025-12,2025-12-24,0.328643220693029,96,0.4067069839403678,96,ridge,incumbent,96,-0.07806376324733882
2025-12,2025-12-25,0.298428161986459,96,0.34732853209099684,96,ridge,incumbent,96,-0.04890037010453785
2025-12,2025-12-26,0.182092646504087,96,0.15330205727953491,96,ridge,incumbent,96,0.028790589224552077
2025-12,2025-12-27,0.19704904617859617,96,0.18975839469487654,96,ridge,incumbent,96,0.007290651483719629
2025-12,2025-12-28,0.16243217721591507,96,0.1564709306975097,96,ridge,incumbent,96,0.0059612465184053776
2025-12,2025-12-29,0.25777987716888284,96,0.24872211031126015,96,ridge,incumbent,96,0.00905776685762269
2025-12,2025-12-30,0.27460726685566156,96,0.2703966102298227,96,ridge,incumbent,96,0.00421065662583886
2025-12,2025-12-31,0.2107580571881836,96,0.19376480604664112,96,ridge,incumbent,96,0.016993251141542487
2026-01,2026-01-01,0.14331638282273815,96,0.15851561161319108,96,ridge,incumbent,96,-0.015199228790452934
2026-01,2026-01-02,0.17200506197500295,96,0.16851272702142261,96,ridge,incumbent,96,0.0034923349535803394
2026-01,2026-01-03,0.16106866659979938,96,0.14421826874241017,96,ridge,incumbent,96,0.016850397857389204
2026-01,2026-01-04,0.1337619424114226,96,0.12031272573696838,96,ridge,incumbent,96,0.013449216674454229
2026-01,2026-01-05,0.1174002257096674,96,0.0707101638730903,96,ridge,incumbent,96,0.046690061836577104
2026-01,2026-01-06,0.10639749064925226,96,0.0499217440295873,96,ridge,incumbent,96,0.05647574661966496
2026-01,2026-01-07,0.11969115024648029,96,0.07138293043983412,96,ridge,incumbent,96,0.048308219806646166
2026-01,2026-01-08,0.24697111678230654,96,0.18222763371006886,96,ridge,incumbent,96,0.06474348307223768
2026-01,2026-01-09,0.202612202643463,96,0.13939523147502694,96,ridge,incumbent,96,0.06321697116843605
2026-01,2026-01-10,0.1995200741230899,96,0.19463758637099735,96,ridge,incumbent,96,0.004882487752092546
2026-01,2026-01-11,0.20625338597144185,96,0.21996157798373783,96,ridge,incumbent,96,-0.013708192012295978
2026-01,2026-01-12,0.2276175120906815,96,0.2190394626349623,96,ridge,incumbent,96,0.008578049455719217
2026-01,2026-01-13,0.19149427902055113,96,0.186159006311302,96,ridge,incumbent,96,0.005335272709249134
2026-01,2026-01-14,0.12781080170325357,96,0.10934583578425416,96,ridge,incumbent,96,0.018464965918999404
2026-01,2026-01-15,0.12896213945939447,96,0.11855774377127652,96,ridge,incumbent,96,0.010404395688117948
2026-01,2026-01-16,0.2116589473996798,96,0.16449162535206224,96,ridge,incumbent,96,0.04716732204761756
2026-01,2026-01-17,0.15412730561616025,96,0.11058768097607674,96,ridge,incumbent,96,0.04353962464008351
2026-01,2026-01-18,0.2172481226475187,96,0.1972302200358349,96,ridge,incumbent,96,0.02001790261168379
2026-01,2026-01-19,0.18799171652181942,96,0.1596750767422768,96,ridge,incumbent,96,0.02831663977954263
2026-01,2026-01-20,0.18610199193814458,96,0.12079665637253877,96,ridge,incumbent,96,0.06530533556560582
2026-01,2026-01-21,0.17580965009185326,96,0.17163603082682646,96,ridge,incumbent,96,0.004173619265026796
2026-01,2026-01-22,0.2635632566442932,96,0.2736758177581509,96,ridge,incumbent,96,-0.010112561113857721
2026-01,2026-01-23,0.19719623190428962,96,0.1531641821140769,96,ridge,incumbent,96,0.04403204979021272
2026-01,2026-01-24,0.17513759478105262,96,0.13365263501803984,96,ridge,incumbent,96,0.04148495976301278
2026-01,2026-01-25,0.16954896264009697,96,0.19311262695147657,96,ridge,incumbent,96,-0.0235636643113796
2026-01,2026-01-26,0.13326947946239,96,0.1353053447330319,96,ridge,incumbent,96,-0.0020358652706418956
2026-01,2026-01-27,0.18499508185106353,96,0.15003864295820432,96,ridge,incumbent,96,0.03495643889285921
2026-01,2026-01-28,0.17384551629677344,96,0.14728834263267188,96,ridge,incumbent,96,0.02655717366410157
2026-01,2026-01-29,0.15290416689692388,96,0.13989590454334322,96,ridge,incumbent,96,0.013008262353580657
2026-01,2026-01-30,0.2298174999875941,94,0.24184036161602795,94,ridge,incumbent,94,-0.012022861628433856
2026-01,2026-01-31,0.2986298727387622,46,0.27238659667867443,46,ridge,incumbent,46,0.02624327606008775
2025-10,2025-10-01,0.22968047055064078,96,0.26270340202702175,96,elastic_net,incumbent,96,-0.03302293147638097
2025-10,2025-10-02,0.1958832509166095,66,0.2757254327613691,66,elastic_net,incumbent,66,-0.07984218184475964
2025-10,2025-10-03,0.06630362574753149,18,0.1055189793151067,18,elastic_net,incumbent,18,-0.03921535356757522
2025-10,2025-10-04,0.19546308705687435,22,0.17697953600808589,22,elastic_net,incumbent,22,0.01848355104878846
2025-10,2025-10-05,0.11709126320087367,68,0.098256302654463,68,elastic_net,incumbent,68,0.018834960546410665
2025-10,2025-10-06,0.09459507782947722,94,0.09380693689936288,94,elastic_net,incumbent,94,0.0007881409301143394
2025-10,2025-10-07,0.14746615962569398,96,0.08578865760655728,96,elastic_net,incumbent,96,0.0616775020191367
2025-10,2025-10-08,0.08987251895831139,96,0.04975842468696024,96,elastic_net,incumbent,96,0.040114094271351146
2025-10,2025-10-09,0.07322193901054667,96,0.04680344248800113,96,elastic_net,incumbent,96,0.02641849652254554
2025-10,2025-10-10,0.09180853767943764,96,0.0626869253641727,96,elastic_net,incumbent,96,0.029121612315264944
2025-10,2025-10-11,0.12099279238234018,96,0.1005094370715317,96,elastic_net,incumbent,96,0.02048335531080847
2025-10,2025-10-12,0.22681102480713214,96,0.19507590805887287,96,elastic_net,incumbent,96,0.03173511674825927
2025-10,2025-10-13,0.302480941970009,96,0.1841356975326056,96,elastic_net,incumbent,96,0.11834524443740341
2025-10,2025-10-14,0.20985681815427612,96,0.12398747645596504,96,elastic_net,incumbent,96,0.08586934169831108
2025-10,2025-10-15,0.1474185554962839,96,0.11906467705674907,96,elastic_net,incumbent,96,0.028353878439534838
2025-10,2025-10-16,0.15389244726385523,96,0.08955328485929165,96,elastic_net,incumbent,96,0.06433916240456358
2025-10,2025-10-17,0.13605917061237227,96,0.07825219978594379,96,elastic_net,incumbent,96,0.05780697082642848
2025-10,2025-10-18,0.13153508328601674,96,0.10686543846267627,96,elastic_net,incumbent,96,0.02466964482334047
2025-10,2025-10-19,0.213241760723247,96,0.1885563204454149,96,elastic_net,incumbent,96,0.024685440277832094
2025-10,2025-10-20,0.13321564971480748,96,0.09095808418765457,96,elastic_net,incumbent,96,0.042257565527152915
2025-10,2025-10-21,0.09751471703940207,96,0.06453893108673875,96,elastic_net,incumbent,96,0.03297578595266332
2025-10,2025-10-22,0.06985955323149562,96,0.059908607157519556,96,elastic_net,incumbent,96,0.009950946073976064
2025-10,2025-10-23,0.11546805239029019,96,0.08035513116102487,96,elastic_net,incumbent,96,0.03511292122926532
2025-10,2025-10-24,0.14637254570801536,96,0.15251886269411186,96,elastic_net,incumbent,96,-0.006146316986096495
2025-10,2025-10-25,0.10585965784119862,96,0.12516900718026794,96,elastic_net,incumbent,96,-0.019309349339069318
2025-10,2025-10-26,0.14838142502898657,96,0.14879755003416648,96,elastic_net,incumbent,96,-0.0004161250051799015
2025-10,2025-10-27,0.1709523597417546,96,0.15165935843351008,96,elastic_net,incumbent,96,0.019293001308244517
2025-10,2025-10-28,0.1466876071114432,96,0.1334576664799464,96,elastic_net,incumbent,96,0.013229940631496823
2025-10,2025-10-29,0.18098903138085132,96,0.1682455525650084,96,elastic_net,incumbent,96,0.012743478815842924
2025-10,2025-10-30,0.14649960501839657,96,0.11012952620363459,96,elastic_net,incumbent,96,0.03637007881476198
2025-10,2025-10-31,0.17737461320316725,96,0.14342947635381814,96,elastic_net,incumbent,96,0.033945136849349106
2025-11,2025-11-01,0.19856528636747148,96,0.1418811441241355,96,elastic_net,incumbent,96,0.05668414224333598
2025-11,2025-11-02,0.18140917226505845,96,0.13380542683415328,96,elastic_net,incumbent,96,0.047603745430905176
2025-11,2025-11-03,0.15458995469269482,96,0.13454826143628315,96,elastic_net,incumbent,96,0.02004169325641167
2025-11,2025-11-04,0.15876230024728144,96,0.1611571972536581,96,elastic_net,incumbent,96,-0.002394897006376656
2025-11,2025-11-05,0.2126714422832425,96,0.22571547518814117,96,elastic_net,incumbent,96,-0.013044032904898667
2025-11,2025-11-06,0.23142232787035014,96,0.19781870489138553,96,elastic_net,incumbent,96,0.033603622978964603
2025-11,2025-11-07,0.2206336861363852,96,0.20935617814732885,96,elastic_net,incumbent,96,0.011277507989056357
2025-11,2025-11-08,0.24991355596067275,96,0.2530232875307073,96,elastic_net,incumbent,96,-0.003109731570034552
2025-11,2025-11-09,0.14907404273030572,96,0.13903978323688665,96,elastic_net,incumbent,96,0.010034259493419073
2025-11,2025-11-10,0.19460945888027684,96,0.17600459254430925,96,elastic_net,incumbent,96,0.018604866335967585
2025-11,2025-11-11,0.22290306505680915,96,0.17689166037219986,96,elastic_net,incumbent,96,0.04601140468460929
2025-11,2025-11-12,0.15071781566852685,96,0.1357766649090958,96,elastic_net,incumbent,96,0.01494115075943106
2025-11,2025-11-13,0.18585855819100272,96,0.175958827842935,96,elastic_net,incumbent,96,0.009899730348067709
2025-11,2025-11-14,0.13018516382560733,96,0.0967320255867102,96,elastic_net,incumbent,96,0.03345313823889713
2025-11,2025-11-15,0.17777872612120607,96,0.13542878410658135,96,elastic_net,incumbent,96,0.04234994201462472
2025-11,2025-11-16,0.25161723681065246,96,0.2007963014209532,96,elastic_net,incumbent,96,0.05082093538969926
2025-11,2025-11-17,0.23252508433361863,96,0.19951353559599028,96,elastic_net,incumbent,96,0.03301154873762835
2025-11,2025-11-18,0.18798858928130527,96,0.1845797125399622,96,elastic_net,incumbent,96,0.0034088767413430754
2025-11,2025-11-19,0.11175879989589316,96,0.09810433949344366,96,elastic_net,incumbent,96,0.013654460402449498
2025-11,2025-11-20,0.09208393319012981,96,0.07647721997440361,96,elastic_net,incumbent,96,0.015606713215726195
2025-11,2025-11-21,0.20759573738370243,96,0.2099844072041467,96,elastic_net,incumbent,96,-0.002388669820444278
2025-11,2025-11-22,0.18687984920340472,96,0.15816124384828847,96,elastic_net,incumbent,96,0.02871860535511625
2025-11,2025-11-23,0.13353007780850923,96,0.08804240685296828,96,elastic_net,incumbent,96,0.045487670955540946
2025-11,2025-11-24,0.1296743959685359,96,0.08981826733376559,96,elastic_net,incumbent,96,0.039856128634770296
2025-11,2025-11-25,0.15765346919035797,96,0.13168644398641036,96,elastic_net,incumbent,96,0.025967025203947613
2025-11,2025-11-26,0.14930366818610047,96,0.13228090780331916,96,elastic_net,incumbent,96,0.017022760382781305
2025-11,2025-11-27,0.14074233160113114,96,0.11492453847297068,96,elastic_net,incumbent,96,0.02581779312816046
2025-11,2025-11-28,0.14043200091179753,96,0.07271486578721816,96,elastic_net,incumbent,96,0.06771713512457937
2025-11,2025-11-29,0.11544291682712556,96,0.062286130750435376,96,elastic_net,incumbent,96,0.05315678607669018
2025-11,2025-11-30,0.13001495118540016,96,0.07391168344099025,96,elastic_net,incumbent,96,0.05610326774440991
2025-12,2025-12-01,0.1598486253554906,96,0.09732226783094163,96,elastic_net,incumbent,96,0.06252635752454898
2025-12,2025-12-02,0.10535683815242625,96,0.10937981059617939,96,elastic_net,incumbent,96,-0.004022972443753145
2025-12,2025-12-03,0.12408709571359677,96,0.10640834415931837,96,elastic_net,incumbent,96,0.017678751554278407
2025-12,2025-12-04,0.20158545109496873,96,0.16474641079522168,96,elastic_net,incumbent,96,0.03683904029974705
2025-12,2025-12-05,0.21811194384267515,96,0.16394787945320313,96,elastic_net,incumbent,96,0.05416406438947202
2025-12,2025-12-06,0.19177038428189808,96,0.16272775606124326,96,elastic_net,incumbent,96,0.029042628220654815
2025-12,2025-12-07,0.20133340070912564,96,0.15295528506252998,96,elastic_net,incumbent,96,0.048378115646595665
2025-12,2025-12-08,0.2390018459223396,96,0.20625421410236333,96,elastic_net,incumbent,96,0.03274763181997628
2025-12,2025-12-09,0.14015269858663776,93,0.08891144899416858,93,elastic_net,incumbent,93,0.051241249592469174
2025-12,2025-12-10,0.12421957071968168,92,0.11084946696849506,92,elastic_net,incumbent,92,0.013370103751186621
2025-12,2025-12-11,0.10697799853317572,91,0.09064586454936256,91,elastic_net,incumbent,91,0.016332133983813155
2025-12,2025-12-12,0.21458134226482983,92,0.21066402818045268,92,elastic_net,incumbent,92,0.003917314084377149
2025-12,2025-12-13,0.3461407722696777,96,0.3942949207055692,96,elastic_net,incumbent,96,-0.0481541484358915
2025-12,2025-12-14,0.21505400685096732,96,0.22444322673945952,96,elastic_net,incumbent,96,-0.0093892198884922
2025-12,2025-12-15,0.26345861149029887,96,0.24811709930007453,96,elastic_net,incumbent,96,0.015341512190224338
2025-12,2025-12-16,0.23772125340114578,96,0.1929408342438951,96,elastic_net,incumbent,96,0.04478041915725067
2025-12,2025-12-17,0.20353623745773608,96,0.192871477535546,96,elastic_net,incumbent,96,0.01066475992219007
2025-12,2025-12-18,0.20715325823215625,96,0.1260842898320513,96,elastic_net,incumbent,96,0.08106896840010494
2025-12,2025-12-19,0.25232006117834865,96,0.16184550921791724,96,elastic_net,incumbent,96,0.09047455196043142
2025-12,2025-12-20,0.236601535990923,96,0.22407326717505324,96,elastic_net,incumbent,96,0.01252826881586977
2025-12,2025-12-21,0.21742208470118696,96,0.2114925049802431,96,elastic_net,incumbent,96,0.0059295797209438506
2025-12,2025-12-22,0.1335621105245624,96,0.0817790418919106,96,elastic_net,incumbent,96,0.05178306863265181
2025-12,2025-12-23,0.1523835260987324,96,0.14244617844099253,96,elastic_net,incumbent,96,0.009937347657739876
2025-12,2025-12-24,0.32543984979766133,96,0.4067069839403678,96,elastic_net,incumbent,96,-0.08126713414270648
2025-12,2025-12-25,0.2968423898796237,96,0.34732853209099684,96,elastic_net,incumbent,96,-0.05048614221137315
2025-12,2025-12-26,0.18401584494217227,96,0.15330205727953491,96,elastic_net,incumbent,96,0.030713787662637354
2025-12,2025-12-27,0.19660940984690747,96,0.18975839469487654,96,elastic_net,incumbent,96,0.0068510151520309315
2025-12,2025-12-28,0.16317513585029528,96,0.1564709306975097,96,elastic_net,incumbent,96,0.006704205152785581
2025-12,2025-12-29,0.25720439040849913,96,0.24872211031126015,96,elastic_net,incumbent,96,0.008482280097238976
2025-12,2025-12-30,0.27473343964628266,96,0.2703966102298227,96,elastic_net,incumbent,96,0.004336829416459964
2025-12,2025-12-31,0.21176090220861532,96,0.19376480604664112,96,elastic_net,incumbent,96,0.0179960961619742
2026-01,2026-01-01,0.1431539136271742,96,0.15851561161319108,96,elastic_net,incumbent,96,-0.015361697986016887
2026-01,2026-01-02,0.17595850322001758,96,0.16851272702142261,96,elastic_net,incumbent,96,0.007445776198594961
2026-01,2026-01-03,0.16769656523688056,96,0.14421826874241017,96,elastic_net,incumbent,96,0.02347829649447039
2026-01,2026-01-04,0.13945431925048293,96,0.12031272573696838,96,elastic_net,incumbent,96,0.01914159351351455
2026-01,2026-01-05,0.11859772000376041,96,0.0707101638730903,96,elastic_net,incumbent,96,0.04788755613067011
2026-01,2026-01-06,0.11065690310776888,96,0.0499217440295873,96,elastic_net,incumbent,96,0.060735159078181576
2026-01,2026-01-07,0.12952789313858695,96,0.07138293043983412,96,elastic_net,incumbent,96,0.05814496269875283
2026-01,2026-01-08,0.2549749011048915,96,0.18222763371006886,96,elastic_net,incumbent,96,0.07274726739482265
2026-01,2026-01-09,0.2094638415816834,96,0.13939523147502694,96,elastic_net,incumbent,96,0.07006861010665646
2026-01,2026-01-10,0.20218176296103993,96,0.19463758637099735,96,elastic_net,incumbent,96,0.007544176590042584
2026-01,2026-01-11,0.2115886905644314,96,0.21996157798373783,96,elastic_net,incumbent,96,-0.008372887419306446
2026-01,2026-01-12,0.22986495765409096,96,0.2190394626349623,96,elastic_net,incumbent,96,0.010825495019128661
2026-01,2026-01-13,0.1901544746441012,96,0.186159006311302,96,elastic_net,incumbent,96,0.003995468332799207
2026-01,2026-01-14,0.12551081989006552,96,0.10934583578425416,96,elastic_net,incumbent,96,0.016164984105811353
2026-01,2026-01-15,0.13007249680032412,96,0.11855774377127652,96,elastic_net,incumbent,96,0.0115147530290476
2026-01,2026-01-16,0.20440563447339546,96,0.16449162535206224,96,elastic_net,incumbent,96,0.03991400912133322
2026-01,2026-01-17,0.14557012620562335,96,0.11058768097607674,96,elastic_net,incumbent,96,0.034982445229546605
2026-01,2026-01-18,0.21158279120781462,96,0.1972302200358349,96,elastic_net,incumbent,96,0.014352571171979717
2026-01,2026-01-19,0.1833601299969668,96,0.1596750767422768,96,elastic_net,incumbent,96,0.023685053254690003
2026-01,2026-01-20,0.18628381951386877,96,0.12079665637253877,96,elastic_net,incumbent,96,0.06548716314133
2026-01,2026-01-21,0.17600121172441666,96,0.17163603082682646,96,elastic_net,incumbent,96,0.004365180897590193
2026-01,2026-01-22,0.2623633099401052,96,0.2736758177581509,96,elastic_net,incumbent,96,-0.011312507818045714
2026-01,2026-01-23,0.20051752551115987,96,0.1531641821140769,96,elastic_net,incumbent,96,0.04735334339708297
2026-01,2026-01-24,0.17868398209586978,96,0.13365263501803984,96,elastic_net,incumbent,96,0.045031347077829936
2026-01,2026-01-25,0.16819201655760205,96,0.19311262695147657,96,elastic_net,incumbent,96,-0.024920610393874526
2026-01,2026-01-26,0.13142741969932148,96,0.1353053447330319,96,elastic_net,incumbent,96,-0.0038779250337104276
2026-01,2026-01-27,0.1878183814692526,96,0.15003864295820432,96,elastic_net,incumbent,96,0.037779738511048266
2026-01,2026-01-28,0.17661353990548156,96,0.14728834263267188,96,elastic_net,incumbent,96,0.02932519727280969
2026-01,2026-01-29,0.1568646092903359,96,0.13989590454334322,96,elastic_net,incumbent,96,0.01696870474699269
2026-01,2026-01-30,0.229416701157067,94,0.24184036161602795,94,elastic_net,incumbent,94,-0.012423660458960956
2026-01,2026-01-31,0.2985444261875807,46,0.27238659667867443,46,elastic_net,incumbent,46,0.026157829508906272
2025-10,2025-10-01,0.23876094965953257,96,0.26270340202702175,96,random_forest,incumbent,96,-0.02394245236748918
2025-10,2025-10-02,0.21461601098193142,66,0.2757254327613691,66,random_forest,incumbent,66,-0.061109421779437706
2025-10,2025-10-03,0.08168302467758246,18,0.1055189793151067,18,random_forest,incumbent,18,-0.023835954637524248
2025-10,2025-10-04,0.15248664193037598,22,0.17697953600808589,22,random_forest,incumbent,22,-0.02449289407770991
2025-10,2025-10-05,0.0889329524502273,68,0.098256302654463,68,random_forest,incumbent,68,-0.009323350204235706
2025-10,2025-10-06,0.08794070757061294,94,0.09380693689936288,94,random_forest,incumbent,94,-0.0058662293287499445
2025-10,2025-10-07,0.10493232952003233,96,0.08578865760655728,96,random_forest,incumbent,96,0.019143671913475047
2025-10,2025-10-08,0.06329899617695671,96,0.04975842468696024,96,random_forest,incumbent,96,0.013540571489996468
2025-10,2025-10-09,0.0597327592338052,96,0.04680344248800113,96,random_forest,incumbent,96,0.012929316745804068
2025-10,2025-10-10,0.09924698653927096,96,0.0626869253641727,96,random_forest,incumbent,96,0.03656006117509826
2025-10,2025-10-11,0.12163724992245178,96,0.1005094370715317,96,random_forest,incumbent,96,0.02112781285092008
2025-10,2025-10-12,0.21925977231266902,96,0.19507590805887287,96,random_forest,incumbent,96,0.02418386425379615
2025-10,2025-10-13,0.27126473380326593,96,0.1841356975326056,96,random_forest,incumbent,96,0.08712903627066032
2025-10,2025-10-14,0.1660788875157549,96,0.12398747645596504,96,random_forest,incumbent,96,0.04209141105978985
2025-10,2025-10-15,0.13846588339505903,96,0.11906467705674907,96,random_forest,incumbent,96,0.019401206338309954
2025-10,2025-10-16,0.14225732782622502,96,0.08955328485929165,96,random_forest,incumbent,96,0.05270404296693337
2025-10,2025-10-17,0.1465367471336396,96,0.07825219978594379,96,random_forest,incumbent,96,0.0682845473476958
