month,issue_date,mae_selected,n_selected,mae_reference,n_reference,candidate,reference,n,delta_mae
2025-12,2025-12-24,0.17655212186007088,96,0.4067069839403678,96,naive,incumbent,96,-0.23015486208029692
2025-12,2025-12-25,0.22952915510864538,96,0.34732853209099684,96,naive,incumbent,96,-0.11779937698235146
2025-12,2025-12-26,0.3049909221374634,96,0.15330205727953491,96,naive,incumbent,96,0.1516888648579285
2025-12,2025-12-27,0.3281736159269533,96,0.18975839469487654,96,naive,incumbent,96,0.13841522123207678
2025-12,2025-12-28,0.33411179014486053,96,0.1564709306975097,96,naive,incumbent,96,0.17764085944735084
2025-12,2025-12-29,0.41995550161812295,96,0.24872211031126015,96,naive,incumbent,96,0.1712333913068628
2025-12,2025-12-30,0.41352288488210814,96,0.2703966102298227,96,naive,incumbent,96,0.14312627465228545
2025-12,2025-12-31,0.33845175489289564,96,0.19376480604664112,96,naive,incumbent,96,0.14468694884625452
2026-01,2026-01-01,0.3179875732828445,96,0.15851561161319108,96,naive,incumbent,96,0.1594719616696534
2026-01,2026-01-02,0.24369436983102663,96,0.16851272702142261,96,naive,incumbent,96,0.07518164280960402
2026-01,2026-01-03,0.22474574415115092,96,0.14421826874241017,96,naive,incumbent,96,0.08052747540874075
2026-01,2026-01-04,0.2707375614495225,96,0.12031272573696838,96,naive,incumbent,96,0.1504248357125541
2026-01,2026-01-05,0.3765843290411876,96,0.0707101638730903,96,naive,incumbent,96,0.3058741651680973
2026-01,2026-01-06,0.4332857179300764,96,0.0499217440295873,96,naive,incumbent,96,0.3833639739004891
2026-01,2026-01-07,0.41731847424712515,96,0.07138293043983412,96,naive,incumbent,96,0.345935543807291
2026-01,2026-01-08,0.418082363136014,96,0.18222763371006886,96,naive,incumbent,96,0.23585472942594513
2026-01,2026-01-09,0.3570672139172834,96,0.13939523147502694,96,naive,incumbent,96,0.21767198244225647
2026-01,2026-01-10,0.2234868981756151,96,0.19463758637099735,96,naive,incumbent,96,0.02884931180461775
2026-01,2026-01-11,0.23540035724204708,96,0.21996157798373783,96,naive,incumbent,96,0.015438779258309249
2026-01,2026-01-12,0.34532899943318923,96,0.2190394626349623,96,naive,incumbent,96,0.12628953679822694
2026-01,2026-01-13,0.33593663832207815,96,0.186159006311302,96,naive,incumbent,96,0.14977763201077615
2026-01,2026-01-14,0.34457095076149313,96,0.10934583578425416,96,naive,incumbent,96,0.23522511497723897
2026-01,2026-01-15,0.3706100628624967,96,0.11855774377127652,96,naive,incumbent,96,0.25205231909122017
2026-01,2026-01-16,0.34937828565152973,96,0.16449162535206224,96,naive,incumbent,96,0.1848866602994675
2026-01,2026-01-17,0.31966499928946035,96,0.11058768097607674,96,naive,incumbent,96,0.2090773183133836
2026-01,2026-01-18,0.23034846391728345,96,0.1972302200358349,96,naive,incumbent,96,0.033118243881448545
2026-01,2026-01-19,0.2880201616639812,96,0.1596750767422768,96,naive,incumbent,96,0.1283450849217044
2026-01,2026-01-20,0.3892586712381653,96,0.12079665637253877,96,naive,incumbent,96,0.26846201486562654
2026-01,2026-01-21,0.3257462071771529,96,0.17163603082682646,96,naive,incumbent,96,0.15411017635032645
2026-01,2026-01-22,0.27097445618726046,96,0.2736758177581509,96,naive,incumbent,96,-0.0027013615708904593
2026-01,2026-01-23,0.37084431314995464,96,0.1531641821140769,96,naive,incumbent,96,0.21768013103587774
2026-01,2026-01-24,0.37877556588539724,96,0.13365263501803984,96,naive,incumbent,96,0.2451229308673574
2026-01,2026-01-25,0.2524240436690106,96,0.19311262695147657,96,naive,incumbent,96,0.05931141671753404
2026-01,2026-01-26,0.3008268214467884,96,0.1353053447330319,96,naive,incumbent,96,0.1655214767137565
2026-01,2026-01-27,0.3619200303694914,96,0.15003864295820432,96,naive,incumbent,96,0.21188138741128706
2026-01,2026-01-28,0.3758347056204497,96,0.14728834263267188,96,naive,incumbent,96,0.2285463629877778
2026-01,2026-01-29,0.3615188419176249,96,0.13989590454334322,96,naive,incumbent,96,0.22162293737428168
2026-01,2026-01-30,0.3273340210490345,94,0.24184036161602795,94,naive,incumbent,94,0.08549365943300652
2026-01,2026-01-31,0.34315773524312854,46,0.27238659667867443,46,naive,incumbent,46,0.0707711385644541
2025-10,2025-10-01,0.24478070142567687,96,0.26270340202702175,96,isotonic,incumbent,96,-0.017922700601344876
2025-10,2025-10-02,0.20178024540585734,66,0.2757254327613691,66,isotonic,incumbent,66,-0.07394518735551178
2025-10,2025-10-03,0.09793875824162938,18,0.1055189793151067,18,isotonic,incumbent,18,-0.0075802210734773195
2025-10,2025-10-04,0.21756604869293536,22,0.17697953600808589,22,isotonic,incumbent,22,0.040586512684849474
2025-10,2025-10-05,0.11582996061645254,68,0.098256302654463,68,isotonic,incumbent,68,0.017573657961989536
2025-10,2025-10-06,0.10071695000674646,94,0.09380693689936288,94,isotonic,incumbent,94,0.006910013107383581
2025-10,2025-10-07,0.13822959410074767,96,0.08578865760655728,96,isotonic,incumbent,96,0.05244093649419039
2025-10,2025-10-08,0.0851934081884232,96,0.04975842468696024,96,isotonic,incumbent,96,0.035434983501462965
2025-10,2025-10-09,0.08224667423906605,96,0.04680344248800113,96,isotonic,incumbent,96,0.03544323175106492
2025-10,2025-10-10,0.09389107617568232,96,0.0626869253641727,96,isotonic,incumbent,96,0.031204150811509623
2025-10,2025-10-11,0.12074197543302785,96,0.1005094370715317,96,isotonic,incumbent,96,0.020232538361496147
2025-10,2025-10-12,0.22510010761741472,96,0.19507590805887287,96,isotonic,incumbent,96,0.030024199558541853
2025-10,2025-10-13,0.30167080108876326,96,0.1841356975326056,96,isotonic,incumbent,96,0.11753510355615765
2025-10,2025-10-14,0.22671497496541307,96,0.12398747645596504,96,isotonic,incumbent,96,0.10272749850944803
2025-10,2025-10-15,0.14615252833860104,96,0.11906467705674907,96,isotonic,incumbent,96,0.02708785128185197
2025-10,2025-10-16,0.15059603854309309,96,0.08955328485929165,96,isotonic,incumbent,96,0.06104275368380144
2025-10,2025-10-17,0.15086287366031106,96,0.07825219978594379,96,isotonic,incumbent,96,0.07261067387436727
2025-10,2025-10-18,0.14554978492215168,96,0.10686543846267627,96,isotonic,incumbent,96,0.03868434645947541
2025-10,2025-10-19,0.20713219184002982,96,0.1885563204454149,96,isotonic,incumbent,96,0.018575871394614918
2025-10,2025-10-20,0.12927251763254624,96,0.09095808418765457,96,isotonic,incumbent,96,0.038314433444891674
2025-10,2025-10-21,0.10288418848119579,96,0.06453893108673875,96,isotonic,incumbent,96,0.038345257394457044
2025-10,2025-10-22,0.09111523044977667,96,0.059908607157519556,96,isotonic,incumbent,96,0.03120662329225711
2025-10,2025-10-23,0.14449711163684942,96,0.08035513116102487,96,isotonic,incumbent,96,0.06414198047582455
2025-10,2025-10-24,0.16864697945272614,96,0.15251886269411186,96,isotonic,incumbent,96,0.01612811675861428
2025-10,2025-10-25,0.11864268864507399,96,0.12516900718026794,96,isotonic,incumbent,96,-0.006526318535193948
2025-10,2025-10-26,0.16919766884175222,96,0.14879755003416648,96,isotonic,incumbent,96,0.020400118807585743
2025-10,2025-10-27,0.16875542587451384,96,0.15165935843351008,96,isotonic,incumbent,96,0.017096067441003754
2025-10,2025-10-28,0.1433873764874351,96,0.1334576664799464,96,isotonic,incumbent,96,0.009929710007488712
2025-10,2025-10-29,0.1725939908854833,96,0.1682455525650084,96,isotonic,incumbent,96,0.004348438320474907
2025-10,2025-10-30,0.14118281269334534,96,0.11012952620363459,96,isotonic,incumbent,96,0.031053286489710757
2025-10,2025-10-31,0.18005621290214288,96,0.14342947635381814,96,isotonic,incumbent,96,0.03662673654832474
2025-11,2025-11-01,0.21351874436575738,96,0.1418811441241355,96,isotonic,incumbent,96,0.07163760024162188
2025-11,2025-11-02,0.18173385616747526,96,0.13380542683415328,96,isotonic,incumbent,96,0.047928429333321976
2025-11,2025-11-03,0.17177058520340185,96,0.13454826143628315,96,isotonic,incumbent,96,0.037222323767118703
2025-11,2025-11-04,0.18489307025284077,96,0.1611571972536581,96,isotonic,incumbent,96,0.023735872999182672
2025-11,2025-11-05,0.21816442959763913,96,0.22571547518814117,96,isotonic,incumbent,96,-0.007551045590502042
2025-11,2025-11-06,0.2759021825740486,96,0.19781870489138553,96,isotonic,incumbent,96,0.07808347768266305
2025-11,2025-11-07,0.2806994482673193,96,0.20935617814732885,96,isotonic,incumbent,96,0.07134327011999045
2025-11,2025-11-08,0.2795818724703901,96,0.2530232875307073,96,isotonic,incumbent,96,0.026558584939682828
2025-11,2025-11-09,0.16551895061072722,96,0.13903978323688665,96,isotonic,incumbent,96,0.026479167373840568
2025-11,2025-11-10,0.22676624478947724,96,0.17600459254430925,96,isotonic,incumbent,96,0.05076165224516799
2025-11,2025-11-11,0.25366391338974076,96,0.17689166037219986,96,isotonic,incumbent,96,0.0767722530175409
2025-11,2025-11-12,0.14898695861385136,96,0.1357766649090958,96,isotonic,incumbent,96,0.013210293704755571
2025-11,2025-11-13,0.1633650575700021,96,0.175958827842935,96,isotonic,incumbent,96,-0.012593770272932903
2025-11,2025-11-14,0.11369794664776235,96,0.0967320255867102,96,isotonic,incumbent,96,0.016965921061052158
2025-11,2025-11-15,0.17352953510525548,96,0.13542878410658135,96,isotonic,incumbent,96,0.03810075099867413
2025-11,2025-11-16,0.24558555046623587,96,0.2007963014209532,96,isotonic,incumbent,96,0.04478924904528267
2025-11,2025-11-17,0.23868162785385497,96,0.19951353559599028,96,isotonic,incumbent,96,0.03916809225786469
2025-11,2025-11-18,0.2220349378297073,96,0.1845797125399622,96,isotonic,incumbent,96,0.0374552252897451
2025-11,2025-11-19,0.13447753132208393,96,0.09810433949344366,96,isotonic,incumbent,96,0.03637319182864027
2025-11,2025-11-20,0.10241056131055443,96,0.07647721997440361,96,isotonic,incumbent,96,0.025933341336150814
2025-11,2025-11-21,0.19981052557604753,96,0.2099844072041467,96,isotonic,incumbent,96,-0.01017388162809918
2025-11,2025-11-22,0.20013769151365726,96,0.15816124384828847,96,isotonic,incumbent,96,0.04197644766536879
2025-11,2025-11-23,0.15564775519393118,96,0.08804240685296828,96,isotonic,incumbent,96,0.06760534834096289
2025-11,2025-11-24,0.12572066661020145,96,0.08981826733376559,96,isotonic,incumbent,96,0.03590239927643586
2025-11,2025-11-25,0.19997538902827403,96,0.13168644398641036,96,isotonic,incumbent,96,0.06828894504186367
2025-11,2025-11-26,0.1873642448423679,96,0.13228090780331916,96,isotonic,incumbent,96,0.055083337039048746
2025-11,2025-11-27,0.13954371734631899,96,0.11492453847297068,96,isotonic,incumbent,96,0.024619178873348302
2025-11,2025-11-28,0.12854465489178063,96,0.07271486578721816,96,isotonic,incumbent,96,0.055829789104562474
2025-11,2025-11-29,0.10306080467082362,96,0.062286130750435376,96,isotonic,incumbent,96,0.04077467392038825
2025-11,2025-11-30,0.1433037888638877,96,0.07391168344099025,96,isotonic,incumbent,96,0.06939210542289745
2025-12,2025-12-01,0.15566796947646924,96,0.09732226783094163,96,isotonic,incumbent,96,0.05834570164552762
2025-12,2025-12-02,0.09453410753925724,96,0.10937981059617939,96,isotonic,incumbent,96,-0.01484570305692215
2025-12,2025-12-03,0.1137169133200263,96,0.10640834415931837,96,isotonic,incumbent,96,0.007308569160707934
2025-12,2025-12-04,0.18994864806944664,96,0.16474641079522168,96,isotonic,incumbent,96,0.025202237274224965
2025-12,2025-12-05,0.20886409205420134,96,0.16394787945320313,96,isotonic,incumbent,96,0.04491621260099821
2025-12,2025-12-06,0.17477751172728054,96,0.16272775606124326,96,isotonic,incumbent,96,0.012049755666037276
2025-12,2025-12-07,0.18112511408502896,96,0.15295528506252998,96,isotonic,incumbent,96,0.028169829022498982
2025-12,2025-12-08,0.2522175494317889,96,0.20625421410236333,96,isotonic,incumbent,96,0.04596333532942559
2025-12,2025-12-09,0.1743242341318354,93,0.08891144899416858,93,isotonic,incumbent,93,0.08541278513766681
2025-12,2025-12-10,0.1592433983874027,92,0.11084946696849506,92,isotonic,incumbent,92,0.048393931418907646
2025-12,2025-12-11,0.16877909736145302,91,0.09064586454936256,91,isotonic,incumbent,91,0.07813323281209046
2025-12,2025-12-12,0.2728996148749864,92,0.21066402818045268,92,isotonic,incumbent,92,0.06223558669453369
2025-12,2025-12-13,0.3588362614597677,96,0.3942949207055692,96,isotonic,incumbent,96,-0.035458659245801494
2025-12,2025-12-14,0.21453121681893897,96,0.22444322673945952,96,isotonic,incumbent,96,-0.009912009920520548
2025-12,2025-12-15,0.26118806910386794,96,0.24811709930007453,96,isotonic,incumbent,96,0.013070969803793409
2025-12,2025-12-16,0.24759164477840234,96,0.1929408342438951,96,isotonic,incumbent,96,0.05465081053450724
2025-12,2025-12-17,0.21090967344799072,96,0.192871477535546,96,isotonic,incumbent,96,0.01803819591244471
2025-12,2025-12-18,0.2233472906479602,96,0.1260842898320513,96,isotonic,incumbent,96,0.09726300081590888
2025-12,2025-12-19,0.2591671149569574,96,0.16184550921791724,96,isotonic,incumbent,96,0.09732160573904014
2025-12,2025-12-20,0.21838023277423954,96,0.22407326717505324,96,isotonic,incumbent,96,-0.005693034400813701
2025-12,2025-12-21,0.20521589342849755,96,0.2114925049802431,96,isotonic,incumbent,96,-0.006276611551745553
2025-12,2025-12-22,0.1396012956440219,96,0.0817790418919106,96,isotonic,incumbent,96,0.05782225375211131
2025-12,2025-12-23,0.14258798351114885,96,0.14244617844099253,96,isotonic,incumbent,96,0.00014180507015632005
2025-12,2025-12-24,0.2891272573663733,96,0.4067069839403678,96,isotonic,incumbent,96,-0.11757972657399451
2025-12,2025-12-25,0.270104338486788,96,0.34732853209099684,96,isotonic,incumbent,96,-0.07722419360420885
2025-12,2025-12-26,0.20124088813064533,96,0.15330205727953491,96,isotonic,incumbent,96,0.04793883085111042
2025-12,2025-12-27,0.2490004368614294,96,0.18975839469487654,96,isotonic,incumbent,96,0.05924204216655285
2025-12,2025-12-28,0.2122019428015228,96,0.1564709306975097,96,isotonic,incumbent,96,0.0557310121040131
2025-12,2025-12-29,0.303680810772782,96,0.24872211031126015,96,isotonic,incumbent,96,0.05495870046152182
2025-12,2025-12-30,0.3170252278350876,96,0.2703966102298227,96,isotonic,incumbent,96,0.04662861760526488
2025-12,2025-12-31,0.2295889797362399,96,0.19376480604664112,96,isotonic,incumbent,96,0.03582417368959878
2026-01,2026-01-01,0.15787386719753668,96,0.15851561161319108,96,isotonic,incumbent,96,-0.0006417444156543994
2026-01,2026-01-02,0.16040074657821565,96,0.16851272702142261,96,isotonic,incumbent,96,-0.008111980443206962
2026-01,2026-01-03,0.13607896695387403,96,0.14421826874241017,96,isotonic,incumbent,96,-0.00813930178853614
2026-01,2026-01-04,0.127127073064361,96,0.12031272573696838,96,isotonic,incumbent,96,0.006814347327392611
2026-01,2026-01-05,0.1540399842763863,96,0.0707101638730903,96,isotonic,incumbent,96,0.08332982040329599
2026-01,2026-01-06,0.14874180959643282,96,0.0499217440295873,96,isotonic,incumbent,96,0.09882006556684553
2026-01,2026-01-07,0.13361464304234946,96,0.07138293043983412,96,isotonic,incumbent,96,0.06223171260251534
2026-01,2026-01-08,0.21818299566643354,96,0.18222763371006886,96,isotonic,incumbent,96,0.03595536195636467
2026-01,2026-01-09,0.18340335802037386,96,0.13939523147502694,96,isotonic,incumbent,96,0.044008126545346915
2026-01,2026-01-10,0.1714909124675925,96,0.19463758637099735,96,isotonic,incumbent,96,-0.023146673903404857
2026-01,2026-01-11,0.20639040618422122,96,0.21996157798373783,96,isotonic,incumbent,96,-0.013571171799516613
2026-01,2026-01-12,0.2579826029258296,96,0.2190394626349623,96,isotonic,incumbent,96,0.03894314029086729
2026-01,2026-01-13,0.20773628765844,96,0.186159006311302,96,isotonic,incumbent,96,0.02157728134713799
2026-01,2026-01-14,0.12097184316622489,96,0.10934583578425416,96,isotonic,incumbent,96,0.011626007381970727
2026-01,2026-01-15,0.1364306469102968,96,0.11855774377127652,96,isotonic,incumbent,96,0.017872903139020277
2026-01,2026-01-16,0.16183098950954855,96,0.16449162535206224,96,isotonic,incumbent,96,-0.0026606358425136922
2026-01,2026-01-17,0.08583403978364397,96,0.11058768097607674,96,isotonic,incumbent,96,-0.02475364119243277
2026-01,2026-01-18,0.1512440256667185,96,0.1972302200358349,96,isotonic,incumbent,96,-0.04598619436911641
2026-01,2026-01-19,0.1470171221607165,96,0.1596750767422768,96,isotonic,incumbent,96,-0.012657954581560299
2026-01,2026-01-20,0.18032846087695278,96,0.12079665637253877,96,isotonic,incumbent,96,0.05953180450441402
2026-01,2026-01-21,0.19885518681274225,96,0.17163603082682646,96,isotonic,incumbent,96,0.02721915598591579
2026-01,2026-01-22,0.25634137203618107,96,0.2736758177581509,96,isotonic,incumbent,96,-0.01733444572196985
2026-01,2026-01-23,0.20400148923681172,96,0.1531641821140769,96,isotonic,incumbent,96,0.05083730712273482
2026-01,2026-01-24,0.19669308523245024,96,0.13365263501803984,96,isotonic,incumbent,96,0.0630404502144104
2026-01,2026-01-25,0.1668369664389998,96,0.19311262695147657,96,isotonic,incumbent,96,-0.02627566051247676
2026-01,2026-01-26,0.14761736306671916,96,0.1353053447330319,96,isotonic,incumbent,96,0.012312018333687252
2026-01,2026-01-27,0.17125868678684053,96,0.15003864295820432,96,isotonic,incumbent,96,0.02122004382863621
2026-01,2026-01-28,0.19812947031940595,96,0.14728834263267188,96,isotonic,incumbent,96,0.05084112768673407
2026-01,2026-01-29,0.17803343013194714,96,0.13989590454334322,96,isotonic,incumbent,96,0.03813752558860392
2026-01,2026-01-30,0.2375819253793082,94,0.24184036161602795,94,isotonic,incumbent,94,-0.004258436236719759
2026-01,2026-01-31,0.3137694822630952,46,0.27238659667867443,46,isotonic,incumbent,46,0.04138288558442077
2025-10,2025-10-01,0.2282945245117236,96,0.26270340202702175,96,ridge,incumbent,96,-0.03440887751529814
2025-10,2025-10-02,0.19452334102646085,66,0.2757254327613691,66,ridge,incumbent,66,-0.08120209173490828
2025-10,2025-10-03,0.06953708669277947,18,0.1055189793151067,18,ridge,incumbent,18,-0.03598189262232723
2025-10,2025-10-04,0.19127165801201604,22,0.17697953600808589,22,ridge,incumbent,22,0.014292122003930152
2025-10,2025-10-05,0.12181745020311877,68,0.098256302654463,68,ridge,incumbent,68,0.023561147548655764
2025-10,2025-10-06,0.0985904096899315,94,0.09380693689936288,94,ridge,incumbent,94,0.004783472790568621
2025-10,2025-10-07,0.14974329538444905,96,0.08578865760655728,96,ridge,incumbent,96,0.06395463777789177
2025-10,2025-10-08,0.09632675974206444,96,0.04975842468696024,96,ridge,incumbent,96,0.046568335055104194
2025-10,2025-10-09,0.07912042614424607,96,0.04680344248800113,96,ridge,incumbent,96,0.032316983656244934
2025-10,2025-10-10,0.09308935058223926,96,0.0626869253641727,96,ridge,incumbent,96,0.03040242521806656
2025-10,2025-10-11,0.12253116751381553,96,0.1005094370715317,96,ridge,incumbent,96,0.022021730442283824
